;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
58653.391655	0.01389	15.659	15.647	15.671	19.2323	V	m15_data/M15-1_20190619_092359_d167_Nickel_V_c.fit
58653.392604	0.04167	15.648	15.641	15.655	19.87971	V	m15_data/M15-1_20190619_092521_d168_Nickel_V_c.fit
58653.393877	0.125	15.651	15.646	15.656	20.43876	V	m15_data/M15-1_20190619_092711_d169_Nickel_V_c.fit
58653.397002	0.01389	15.669	15.658	15.68	19.23455	V	m15_data/M15-1_20190619_093141_d170_Nickel_V_c.fit
58653.397685	0.04167	15.663	15.655	15.671	19.92804	V	m15_data/M15-1_20190619_093240_d171_Nickel_V_c.fit
58658.382072	0.01389	15.699	15.688	15.71	19.04526	V	m15_data/M15-1_20190624_091011_d128_Nickel_V_c.fit
58658.382986	0.04167	15.704	15.696	15.712	19.15979	V	m15_data/M15-1_20190624_091130_d129_Nickel_V_c.fit
58658.384572	0.125	15.701	15.696	15.706	20.15376	V	m15_data/M15-1_20190624_091347_d130_Nickel_V_c.fit
58661.372257	0.01389	15.727	15.711	15.743	17.56211	V	m15_data/M15-1_20190627_085603_d141_Nickel_V_c.fit
58661.373958	0.04167	15.75	15.741	15.759	18.29394	V	m15_data/M15-1_20190627_085830_d142_Nickel_V_c.fit
58661.375359	0.125	15.717	15.712	15.722	18.9512	V	m15_data/M15-1_20190627_090031_d143_Nickel_V_c.fit
58661.378692	0.01389	15.691	15.676	15.706	17.60115	V	m15_data/M15-1_20190627_090519_d144_Nickel_V_c.fit
58664.394178	0.01389	15.899	15.886	15.912	19.00942	V	m15_data/M15-1_20190630_092737_d186_Nickel_V_c.fit
58664.394792	0.04167	15.88	15.872	15.888	19.81544	V	m15_data/M15-1_20190630_092830_d187_Nickel_V_c.fit
58664.39588	0.125	15.864	15.858	15.87	19.82164	V	m15_data/M15-1_20190630_093004_d188_Nickel_V_c.fit
58672.284537	0.01389	16.122	16.099	16.145	18.38574	V	m15_data/M15-1_20190708_064944_d159_Nickel_V_c.fit
58672.285752	0.04167	16.15	16.137	16.163	18.89916	V	m15_data/M15-1_20190708_065129_d160_Nickel_V_c.fit
58672.286991	0.125	16.14	16.133	16.147	19.53281	V	m15_data/M15-1_20190708_065316_d161_Nickel_V_c.fit
58672.460729	0.01389	15.678	15.666	15.69	18.58402	V	m15_data/M15-1_20190708_110327_d205_Nickel_V_c.fit
58672.461447	0.04167	15.669	15.662	15.676	19.19611	V	m15_data/M15-1_20190708_110429_d206_Nickel_V_c.fit
58672.463067	0.125	15.664	15.658	15.67	19.89927	V	m15_data/M15-1_20190708_110649_d207_Nickel_V_c.fit
58676.366632	0.01389	15.76	15.749	15.771	19.4552	V	m15_data/M15-1_20190712_084757_d159_Nickel_V_c.fit
58676.367847	0.04167	15.758	15.749	15.767	20.48849	V	m15_data/M15-1_20190712_084942_d160_Nickel_V_c.fit
58676.369421	0.125	15.772	15.766	15.778	20.66491	V	m15_data/M15-1_20190712_085158_d161_Nickel_V_c.fit
58683.310914	0.01389	15.966	15.948	15.984	18.82064	V	m15_data/M15-1_20190719_072743_d141_Nickel_V_c.fit
58683.311678	0.04167	15.97	15.96	15.98	19.53101	V	m15_data/M15-1_20190719_072849_d142_Nickel_V_c.fit
58683.312801	0.125	15.977	15.971	15.983	20.09421	V	m15_data/M15-1_20190719_073026_d143_Nickel_V_c.fit
58683.449016	0.01389	16.075	16.054	16.096	18.50036	V	m15_data/M15-1_20190719_104635_d173_Nickel_V_c.fit
58683.459653	0.04167	16.085	16.074	16.096	19.28097	V	m15_data/M15-1_20190719_110154_d175_Nickel_V_c.fit
58690.309838	0.01389	16.129	16.112	16.146	19.39721	V	m15_data/M15-1_20190726_072610_d164_Nickel_V_c.fit
58690.310799	0.04167	16.147	16.135	16.159	20.14406	V	m15_data/M15-1_20190726_072733_d165_Nickel_V_c.fit
58690.312037	0.125	16.145	16.137	16.153	20.46861	V	m15_data/M15-1_20190726_072920_d166_Nickel_V_c.fit
58694.348021	0.01389	15.83	15.816	15.844	18.87947	V	m15_data/M15-1_20190730_082109_d136_Nickel_V_c.fit
58694.348704	0.04167	15.841	15.834	15.848	19.71197	V	m15_data/M15-1_20190730_082208_d137_Nickel_V_c.fit
58694.349919	0.125	15.842	15.837	15.847	20.31458	V	m15_data/M15-1_20190730_082353_d138_Nickel_V_c.fit
58697.327257	0.01389	15.669	15.657	15.681	18.39162	V	m15_data/M15-1_20190802_075115_d157_Nickel_V_c.fit
