;; MJD	etburst	mag	-emag	+emag	limmag	filter	imagename
58653.391655	0.01389	16.095	16.078	16.112	19.22873	V	m15_data/M15-1_20190619_092359_d167_Nickel_V_c.fit
58653.392604	0.04167	16.087	16.074	16.1	19.87838	V	m15_data/M15-1_20190619_092521_d168_Nickel_V_c.fit
58653.393877	0.125	16.06	16.048	16.072	20.43501	V	m15_data/M15-1_20190619_092711_d169_Nickel_V_c.fit
58653.397002	0.01389	16.049	16.032	16.066	19.22221	V	m15_data/M15-1_20190619_093141_d170_Nickel_V_c.fit
58653.397685	0.04167	16.052	16.037	16.067	19.90934	V	m15_data/M15-1_20190619_093240_d171_Nickel_V_c.fit
58658.382072	0.01389	16.129	16.106	16.152	19.01744	V	m15_data/M15-1_20190624_091011_d128_Nickel_V_c.fit
58658.382986	0.04167	16.116	16.101	16.131	19.12287	V	m15_data/M15-1_20190624_091130_d129_Nickel_V_c.fit
58658.384572	0.125	16.115	16.105	16.125	20.14019	V	m15_data/M15-1_20190624_091347_d130_Nickel_V_c.fit
58661.372257	0.01389	15.823	15.796	15.85	17.55	V	m15_data/M15-1_20190627_085603_d141_Nickel_V_c.fit
58661.373958	0.04167	15.845	15.827	15.863	18.25029	V	m15_data/M15-1_20190627_085830_d142_Nickel_V_c.fit
58661.375359	0.125	15.848	15.833	15.863	18.87133	V	m15_data/M15-1_20190627_090031_d143_Nickel_V_c.fit
58661.378692	0.01389	15.862	15.835	15.889	17.60007	V	m15_data/M15-1_20190627_090519_d144_Nickel_V_c.fit
58664.394178	0.01389	15.763	15.745	15.781	19.00264	V	m15_data/M15-1_20190630_092737_d186_Nickel_V_c.fit
58664.394792	0.04167	15.77	15.753	15.787	19.81534	V	m15_data/M15-1_20190630_092830_d187_Nickel_V_c.fit
58664.39588	0.125	15.852	15.837	15.867	19.74003	V	m15_data/M15-1_20190630_093004_d188_Nickel_V_c.fit
58672.284537	0.01389	16.086	16.063	16.109	18.36331	V	m15_data/M15-1_20190708_064944_d159_Nickel_V_c.fit
58672.285752	0.04167	16.155	16.138	16.172	18.87402	V	m15_data/M15-1_20190708_065129_d160_Nickel_V_c.fit
58672.286991	0.125	16.141	16.13	16.152	19.4532	V	m15_data/M15-1_20190708_065316_d161_Nickel_V_c.fit
58672.460729	0.01389	16.225	16.2	16.25	18.55954	V	m15_data/M15-1_20190708_110327_d205_Nickel_V_c.fit
58672.461447	0.04167	16.28	16.265	16.295	19.15207	V	m15_data/M15-1_20190708_110429_d206_Nickel_V_c.fit
58672.463067	0.125	16.271	16.258	16.284	19.89221	V	m15_data/M15-1_20190708_110649_d207_Nickel_V_c.fit
58676.366632	0.01389	16.017	15.997	16.037	19.44826	V	m15_data/M15-1_20190712_084757_d159_Nickel_V_c.fit
58676.367847	0.04167	15.974	15.955	15.993	20.48215	V	m15_data/M15-1_20190712_084942_d160_Nickel_V_c.fit
58676.369421	0.125	15.989	15.981	15.997	20.63492	V	m15_data/M15-1_20190712_085158_d161_Nickel_V_c.fit
58683.310914	0.01389	16.014	15.995	16.033	18.81086	V	m15_data/M15-1_20190719_072743_d141_Nickel_V_c.fit
58683.311678	0.04167	16.005	15.991	16.019	19.49343	V	m15_data/M15-1_20190719_072849_d142_Nickel_V_c.fit
58683.312801	0.125	16.015	16.006	16.024	20.08945	V	m15_data/M15-1_20190719_073026_d143_Nickel_V_c.fit
58683.449016	0.01389	16.044	16.022	16.066	18.49483	V	m15_data/M15-1_20190719_104635_d173_Nickel_V_c.fit
58683.459653	0.04167	16.102	16.089	16.115	19.26437	V	m15_data/M15-1_20190719_110154_d175_Nickel_V_c.fit
58690.309838	0.01389	16.022	16.005	16.039	19.36918	V	m15_data/M15-1_20190726_072610_d164_Nickel_V_c.fit
58690.310799	0.04167	16.029	16.016	16.042	20.13734	V	m15_data/M15-1_20190726_072733_d165_Nickel_V_c.fit
58690.312037	0.125	16.034	16.023	16.045	20.45776	V	m15_data/M15-1_20190726_072920_d166_Nickel_V_c.fit
58694.348021	0.01389	15.769	15.748	15.79	18.86742	V	m15_data/M15-1_20190730_082109_d136_Nickel_V_c.fit
58694.348704	0.04167	15.816	15.801	15.831	19.71217	V	m15_data/M15-1_20190730_082208_d137_Nickel_V_c.fit
58694.349919	0.125	15.816	15.805	15.827	20.28874	V	m15_data/M15-1_20190730_082353_d138_Nickel_V_c.fit
58697.327257	0.01389	16.085	16.062	16.108	18.37948	V	m15_data/M15-1_20190802_075115_d157_Nickel_V_c.fit
58697.328356	0.04167	16.073	16.058	16.088	19.30632	V	m15_data/M15-1_20190802_075250_d158_Nickel_V_c.fit
58697.330845	0.125	16.095	16.083	16.107	19.908	V	m15_data/M15-1_20190802_075625_d159_Nickel_V_c.fit
58708.284421	0.01389	16.164	16.138	16.19	18.67537	B	m15_data/M15-1_20190813_064934_d157_Nickel_B_c.fit
58708.285891	0.01389	15.733	15.713	15.753	18.68999	V	m15_data/M15-1_20190813_065141_d158_Nickel_V_c.fit
58708.286586	0.04167	15.749	15.736	15.762	19.19352	V	m15_data/M15-1_20190813_065241_d159_Nickel_V_c.fit
58708.288727	0.125	15.782	15.77	15.794	19.77084	V	m15_data/M15-1_20190813_065546_d160_Nickel_V_c.fit
58721.298738	0.01389	15.763	15.749	15.777	19.31384	V	m15_data/M15-1_20190826_071011_d147_Nickel_V_c.fit
58721.29963	0.04167	15.729	15.716	15.742	20.06747	V	m15_data/M15-1_20190826_071128_d148_Nickel_V_c.fit
58721.301181	0.125	15.719	15.709	15.729	20.6455	V	m15_data/M15-1_20190826_071342_d149_Nickel_V_c.fit
